object,filt,midut,setid,snr_q,snr_u,dsnr_q,dsnr_u,pa,raps_q,raps_u,pos_q,pos_u,q,dtauq,u,dtauu,dq,du,pol,dpol,theta_p
HD65583,J,2018-03-14T21:28:29.000,1,430.31955811826884,425.9059461847251,21.520086915763386,17.072707329278614,0.0,"[30, 30, 30, 30]","[30, 30, 30, 30]","[[72.495, 222.392], [74.634, 222.229], [69.252, 224.134], [70.121, 223.329]]","[[73.131, 224.191], [70.893, 221.515], [70.725, 224.419], [69.682, 222.984]]",0.027392906782901093,-0.0005478581493610908,0.05153464337491254,-0.0010306929587427561,0.11332644446441023,0.11494044656760691,0.058362580561487555,0.11458684029250589,58.996294759831855
HD65583,J,2018-03-14T21:29:57.000,2,429.92137764280017,437.43760447667296,11.514641050307716,16.750383837282357,0.0,"[30, 30, 30, 30]","[30, 30, 30, 30]","[[77.085, 223.709], [74.894, 223.816], [72.984, 225.854], [72.744, 225.132]]","[[75.716, 225.005], [76.639, 222.382], [73.598, 223.364], [75.635, 223.133]]",0.0006409337513548733,-1.2818675027080582e-05,0.5912820633310536,-0.011825779083359043,0.11495028828854705,0.11202099823071682,0.5912824107083702,0.11202100171762265,45.031053524869485
HD65583,J,2018-03-14T21:30:55.000,3,440.420904588921,420.4163915508646,10.106817970571115,24.74995297036969,0.0,"[30, 30, 30, 30]","[30, 30, 30, 30]","[[76.242, 222.551], [73.535, 217.751], [73.802, 223.615], [70.501, 221.464]]","[[77.324, 218.214], [78.13, 218.499], [75.773, 220.36], [76.965, 220.892]]",-0.4193395983586579,0.008386841127068393,-0.172377531224162,0.0034475540391748576,0.1120347186310188,0.11488094373573918,0.45338693411096165,0.11245059963895954,168.8269765409476
HD65583,J,2018-03-14T21:31:53.000,4,427.0409568559682,433.3871974143059,22.615519433081545,20.75727969450901,0.0,"[30, 30, 30, 30]","[30, 30, 30, 30]","[[78.794, 220.245], [80.113, 216.663], [78.245, 220.962], [77.054, 217.719]]","[[76.621, 216.16], [77.28, 217.971], [74.089, 218.135], [76.688, 221.354]]",-0.015114539526070314,0.00030229079282330265,0.4156481807354941,-0.00831301148773764,0.11350383503548986,0.11237730812465752,0.4159229008528036,0.1123788032383289,43.95871321459383
HD65583,J,2018-03-14T21:32:51.000,5,434.3600883744826,440.61809685375374,19.44506880515337,12.647089978842416,0.0,"[30, 30, 30, 30]","[30, 30, 30, 30]","[[79.558, 219.293], [81.295, 217.696], [77.649, 219.551], [76.614, 220.44]]","[[83.5, 218.007], [82.173, 219.156], [79.699, 219.725], [80.353, 218.008]]",0.3140944444641326,-0.006281909547463445,0.09164986877334858,-0.0018329978886879195,0.11260188576988181,0.1120888069833787,0.3271926320830041,0.11256171338414288,81.86662043797749
HD65583,J,2018-03-14T21:40:37.000,6,436.9729928950768,427.2140398995881,26.421877190236103,38.68375198707912,0.0,"[30, 30, 30, 30]","[30, 30, 30, 30]","[[68.572, 340.824], [66.724, 338.672], [66.901, 343.28], [67.213, 341.386]]","[[75.101, 342.093], [71.077, 341.991], [71.754, 341.304], [68.23, 342.992]]",-0.09342588514740874,0.0018685182465871207,0.36015820315682984,-0.0072031952084033474,0.11118479750543328,0.11231180942911977,0.3720783886719748,0.11224108876485392,37.72893145900407
HD65583,J,2018-03-14T21:41:35.000,7,438.9238977633801,424.63451182216255,22.254758362603752,32.05184233858898,0.0,"[30, 30, 30, 30]","[30, 30, 30, 30]","[[70.189, 338.485], [66.427, 335.512], [68.697, 338.288], [65.719, 340.815]]","[[72.922, 339.71], [72.187, 338.003], [69.587, 340.736], [69.978, 339.586]]",0.08130398328767909,-0.001626080024051665,-0.1252340600987418,0.002504682511387503,0.11113213955232963,0.1131891361844927,0.14931144466268642,0.11258313860479843,118.50385648230835
HD65583,J,2018-03-14T21:42:34.000,8,446.9436949236972,414.14437071697785,19.301759824638452,36.74344313038432,0.0,"[30, 30, 30, 30]","[30, 30, 30, 30]","[[70.364, 333.615], [73.968, 338.311], [67.901, 341.459], [72.502, 339.238]]","[[72.118, 338.046], [74.361, 337.14], [70.31, 341.05], [71.789, 340.636]]",0.3760197644273006,-0.007520430732686112,-0.24857750478183144,0.004971560335539099,0.10929237383411049,0.1141323368730974,0.45075674051923403,0.11078665997185969,106.73385965566648
HD65583,J,2018-03-14T21:43:32.000,9,448.28097014175694,427.1993869867924,18.76194891825463,26.39574271725519,0.0,"[30, 30, 30, 30]","[30, 30, 30, 30]","[[74.918, 334.178], [70.857, 337.332], [71.786, 339.746], [68.837, 339.406]]","[[73.771, 335.471], [76.52, 338.724], [70.158, 338.004], [71.272, 340.804]]",0.031740738670501575,-0.0006348147947286646,0.17144021897286835,-0.0034288077387483865,0.10943573684776256,0.11403824137705397,0.17435373002265858,0.11388868769194321,50.24453486398024
HD65583,J,2018-03-14T21:44:30.000,10,414.20217122448264,427.3331936703124,32.77338779272708,25.78606106904448,0.0,"[30, 30, 30, 30]","[30, 30, 30, 30]","[[73.543, 338.643], [76.916, 339.63], [70.366, 339.422], [74.381, 340.317]]","[[81.198, 338.283], [74.687, 336.454], [74.623, 336.827], [72.157, 339.393]]",-0.205383744920334,0.004107680674152113,0.4188863757810026,-0.008377776516290155,0.11452072640455702,0.1141078733906681,0.4665278967997992,0.11418800518083676,31.94043640609501
