object,filt,midut,setid,snr_q,snr_u,dsnr_q,dsnr_u,pa,raps_q,raps_u,pos_q,pos_u,q,dtauq,u,dtauu,dq,du,pol,dpol,theta_p
Vesta,J,2020-01-10T13:18:56.323,1,282.43242392282815,279.4130446517208,11.673590993314292,13.902097756761236,0.0,"[21, 21, 21, 21]","[23, 23, 20, 20]","[[68.978, 240.549], [70.665, 243.747], [66.056, 242.031], [68.597, 245.124]]","[[67.652, 239.18], [69.479, 239.4], [67.0, 240.871], [68.558, 239.064]]",0.2754303689500725,-0.0055086213088434,0.031994522435592206,-0.0006398904705459451,0.1739523378368796,0.17384688194640788,0.2772824148875198,0.1739509342233621,86.68705385841982
Vesta,J,2020-01-10T13:20:22.273,2,284.558065476028,283.40968947963046,9.027986329523117,8.87402728016815,0.0,"[19, 19, 21, 21]","[21, 21, 19, 19]","[[66.88, 244.778], [68.532, 236.623], [65.197, 247.466], [67.09, 239.834]]","[[69.139, 241.876], [71.814, 241.427], [67.147, 245.502], [69.086, 243.292]]",0.3089344126707482,-0.006178707910091413,0.00911239664137725,-0.00018224793333192834,0.17379494523367703,0.17371766789358903,0.30906877406941313,0.1737948780736819,89.15524054270162
Vesta,J,2020-01-10T13:21:41.747,3,279.2974171448388,280.1570754489922,11.909348014026364,10.540493872690604,0.0,"[21, 21, 21, 21]","[19, 19, 20, 20]","[[65.879, 242.087], [70.168, 238.165], [64.273, 241.413], [68.929, 241.363]]","[[67.061, 240.764], [70.708, 241.024], [65.081, 241.63], [68.507, 242.692]]",0.009739454071232022,-0.00019478908204056196,0.16554398824986546,-0.0033108827894702507,0.1746732536761677,0.17530516231385496,0.16583024154621867,0.17530298653221116,46.683501503486255
Vesta,J,2020-01-10T13:23:00.833,4,280.0020341512231,277.1438079968292,9.315265423259689,15.453556158170557,0.0,"[21, 21, 23, 23]","[24, 24, 21, 21]","[[66.047, 241.283], [68.564, 241.428], [64.921, 241.499], [66.999, 244.995]]","[[68.441, 240.463], [69.843, 243.223], [66.93, 245.665], [67.739, 241.176]]",0.3153635969142647,-0.006307292847899318,0.24039166266758405,-0.004807842514577031,0.17605659380350633,0.17522668370897826,0.3965379549788246,0.17575204892784776,71.34143816573689
Vesta,J,2020-01-10T13:24:20.103,5,284.42043065058107,283.0004613030213,4.076177322918568,6.565498050282258,0.0,"[21, 21, 21, 21]","[20, 20, 20, 20]","[[67.279, 240.564], [70.51, 242.336], [65.303, 241.889], [68.831, 242.87]]","[[68.899, 239.544], [66.645, 241.46], [66.987, 240.227], [65.153, 243.067]]",0.020044496379548412,-0.0004008899329600225,-0.05276078689132791,0.0010552158357401936,0.17466345431807007,0.1748584292532752,0.05644007856569522,0.1748338492354908,124.5987883447794
Vesta,J,2020-01-10T13:25:39.624,6,282.8949982185638,279.4300508807529,7.659158598559259,5.66927922333133,0.0,"[21, 21, 22, 22]","[21, 21, 19, 19]","[[69.48, 241.042], [65.728, 242.274], [67.304, 243.022], [63.31, 241.527]]","[[69.621, 238.55], [70.935, 243.756], [68.401, 240.265], [68.365, 244.93]]",-0.0697857006553976,0.0013957142396808788,-0.07880950990520869,0.001576190524425009,0.17466778768768856,0.17659058393048907,0.10526624752247962,0.1757481143937229,155.76242037470993
Vesta,J,2020-01-10T13:26:59.184,7,283.0976317338369,282.548072654103,8.625090925091058,8.323357309107678,0.0,"[21, 21, 21, 21]","[21, 21, 22, 22]","[[69.633, 240.31], [69.355, 243.732], [67.727, 240.089], [68.026, 242.988]]","[[71.024, 238.407], [68.855, 237.163], [68.118, 241.831], [66.097, 240.007]]",0.1837208269100644,-0.0036744206723376732,0.15890400601443233,-0.0031780827952279374,0.17456372805617143,0.17450659855757744,0.24290703029750413,0.17453928197359259,69.5713914777127
Vesta,J,2020-01-10T13:28:18.819,8,280.31027146987753,280.23461484416754,9.268291000138447,4.397491973555816,0.0,"[20, 20, 20, 20]","[21, 21, 22, 22]","[[69.241, 242.118], [67.024, 240.446], [68.664, 244.765], [64.134, 241.887]]","[[69.152, 240.551], [66.395, 241.486], [66.69, 239.402], [64.296, 243.396]]",-0.0983572596183856,0.0019671458267167927,0.1835679361375422,-0.0036713628465745167,0.17601262533469678,0.1771024257220162,0.20825786347083097,0.17685992326590216,30.908607962199113
Vesta,J,2020-01-10T13:29:38.076,9,283.2474979846635,282.3289759840277,7.110788921190988,9.228835300506887,0.0,"[21, 21, 21, 21]","[21, 21, 20, 20]","[[68.967, 241.018], [71.165, 243.135], [66.774, 245.678], [70.016, 244.586]]","[[70.376, 239.786], [66.809, 246.129], [69.71, 240.073], [65.015, 245.335]]",0.021761350684679263,-0.00043522702056395,0.06592289148054646,-0.0013184580206040135,0.1743124634138146,0.174437463752035,0.06942178335924176,0.17442518509120505,54.13410836714895
Vesta,J,2020-01-10T13:30:57.784,10,273.83897246814814,286.7659344311261,15.043205162308254,6.919976961777138,0.0,"[23, 23, 21, 21]","[21, 21, 23, 23]","[[68.487, 240.016], [68.563, 238.67], [64.945, 243.301], [66.918, 242.232]]","[[66.09, 241.195], [70.075, 241.891], [64.966, 242.365], [67.937, 244.123]]",0.1003370378921662,-0.002006741431274043,0.4031151691634884,-0.008062347055000018,0.17675010919686135,0.17274591577508303,0.4154146853238121,0.17298206233498872,51.9885669845229
