objname,filt,rapmode,midjd_targ,airmass,alpha,r,delta,nused,P,dP,thetaP,dthetaP,Pr,dPr,thetar,dthetar
Ceres,J,maxoe,2459124.8991331793,3.3836470618235985,13.073288235281588,2.979829919894771,2.163098826762459,17,1.0489604091306781,0.022815484390434383,39.62981110634244,0.6231078655303409,-1.0483766922517872,0.022815484390434383,90.95576110627128,0.6231078655303409
Ceres,H,maxoe,2459124.8832738986,4.0272000109601915,13.069259999949134,2.979831712842621,2.162961117011625,5,1.1106106822572752,0.06924529015555045,36.59394755432939,1.7861627573255945,-1.1076551585567034,0.06924529015555045,87.90954755422764,1.7861627573255947
Ceres,K,maxoe,2459124.897957502,3.436700004431529,13.072989999976816,2.9798300527983606,2.1630886226213653,20,1.0327188461402401,0.06021508663117416,38.86237962966605,1.6703821857591996,-1.032696530848252,0.06021508663117416,90.18832962959489,1.6703821857591996
Ceres,J,min,2459124.8991331793,3.3836470618235985,13.073288235281588,2.979829919894771,2.163098826762459,17,1.0541452493073438,0.022580092954253773,39.70050027655492,0.6136459980927292,-1.0534686764719499,0.022580092954253773,91.02645027648377,0.6136459980927292
Ceres,H,min,2459124.8845889685,3.95150001370024,13.06959999993642,2.9798315642122764,2.1629725183026762,4,1.1546818624376958,0.03712570273005775,40.004092617318804,0.9210961681683137,-1.1534569195303628,0.03712570273005775,91.31969261721706,0.9210961681683137
Ceres,K,min,2459124.897957502,3.436700004431529,13.072989999976816,2.9798300527983606,2.1630886226213653,20,1.0634762476681783,0.04945390282743735,40.64603328416776,1.3321876810484001,-1.0609577155548084,0.04945390282743735,91.97198328409661,1.3321876810484001
Ceres,J,minoe,2459124.8991331793,3.3836470618235985,13.073288235281588,2.979829919894771,2.163098826762459,17,1.0536020153021033,0.022652654635041732,39.70634609343706,0.6159353752674823,-1.052918067594397,0.022652654635041736,91.03229609336591,0.6159353752674823
Ceres,H,minoe,2459124.8845889685,3.95150001370024,13.06959999993642,2.9798315642122764,2.1629725183026762,4,1.1554136585215313,0.04331346986089594,40.33395678624971,1.0739352961570445,-1.1534987996367323,0.04331346986089594,91.64955678614798,1.0739352961570445
Ceres,K,minoe,2459124.897957502,3.436700004431529,13.072989999976816,2.9798300527983606,2.1630886226213653,20,1.0363441117477712,0.05456211110524231,39.24971345421232,1.5082725188557464,-1.0361348877867174,0.05456211110524232,90.57566345414116,1.5082725188557464
Ceres,J,25,2459140.881197592,2.5749999957928575,16.458871428614295,2.9776943690686073,2.3262064992693974,14,0.36564424908112036,0.028428427339733383,34.58168656265277,2.227341068339461,-0.3620605206815371,0.028428427339733383,94.01421989608394,2.227341068339461
Ceres,H,25,2459140.881154975,2.5731999955712777,16.458866666711867,2.977694375655962,2.326206008315888,15,0.2803156307182992,0.031075216191948158,32.449741065394434,3.175846332030811,-0.279710789089562,0.031075216191948158,91.88227439882563,3.175846332030811
Ceres,K,25,2459140.8793558194,2.5976428523977972,16.45855000004843,2.977694653007459,2.326185631069834,14,0.31687157317533465,0.05886154893348532,27.453133449462577,5.32158548603122,-0.3150002068958798,0.05886154893348532,86.88499059242457,5.32158548603122
Ceres,J,30,2459140.881197592,2.5749999957928575,16.458871428614295,2.9776943690686073,2.3262064992693974,14,0.3854929215912586,0.028477187268675784,34.98906224610503,2.1162809373563882,-0.3809104807573864,0.028477187268675784,94.42159557953622,2.1162809373563882
Ceres,H,30,2459140.881154975,2.5731999955712777,16.458866666711867,2.977694375655962,2.326206008315888,15,0.2754479710817778,0.029479671094894504,32.46873547819995,3.066025007441053,-0.2748415812016153,0.029479671094894508,91.90126881163113,3.066025007441053
Ceres,K,30,2459140.8793558194,2.5976428523977972,16.45855000004843,2.977694653007459,2.326185631069834,14,0.34930334208916014,0.06823385591218582,28.076104448858782,5.596155966171832,-0.3479825846715712,0.06823385591218582,87.50796159182076,5.596155966171832
Ceres,J,35,2459140.881154975,2.5731999955712777,16.458866666711867,2.977694375655962,2.326206008315888,15,0.37553082899850493,0.039146025788406466,32.70193336672105,2.98630883164442,-0.37448897184653046,0.039146025788406466,92.13446670015225,2.98630883164442
Ceres,H,35,2459140.881154975,2.5731999955712777,16.458866666711867,2.977694375655962,2.326206008315888,15,0.27240346817039696,0.02793431854988459,32.70323377396116,2.9377719880593043,-0.27164680257255047,0.027934318549884585,92.13576710739234,2.9377719880593043
Ceres,K,35,2459140.8793558194,2.5976428523977972,16.45855000004843,2.977694653007459,2.326185631069834,14,0.37357817633366275,0.07697635213627886,27.965178655125992,5.902941310713014,-0.37203717215304355,0.07697635213627886,87.39703579808797,5.902941310713014
Ceres,J,40,2459140.881154975,2.5731999955712777,16.458866666711867,2.977694375655962,2.326206008315888,15,0.376534424264347,0.046507784397088754,33.08658680752465,3.538454373280367,-0.3750796107833566,0.046507784397088754,92.51912014095582,3.538454373280367
Ceres,H,40,2459140.881154975,2.5731999955712777,16.458866666711867,2.977694375655962,2.326206008315888,15,0.26844247165734847,0.02897346229325009,33.09398454403869,3.092016507364807,-0.2673991956904475,0.028973462293250093,92.52651787746987,3.092016507364807
Ceres,K,40,2459140.8771365555,2.6271538410437816,16.458161538513693,2.9776949951279557,2.3261604925188943,13,0.4139996741961294,0.09624666776066207,28.334123575581664,6.66006303699567,-0.4127405415250541,0.09624666776066207,87.76512357569456,6.66006303699567
Ceres,J,max,2459140.8792633186,2.6014615339307694,16.458530769276933,2.9776946672481155,2.326184592308533,13,0.3814052294064301,0.030276372432834934,32.48998844231465,2.274101435456654,-0.38054670842474964,0.030276372432834937,91.92252177574584,2.274101435456654
Ceres,H,max,2459140.881154975,2.5731999955712777,16.458866666711867,2.977694375655962,2.326206008315888,15,0.2624554385984995,0.028943293167528313,33.268617148988824,3.159257343960189,-0.26128965995427195,0.028943293167528316,92.70115048241999,3.159257343960189
Ceres,K,max,2459140.879399723,2.599230764706473,16.458561538505613,2.9776946462241156,2.3261861355270996,13,0.344301667386709,0.05096389935157198,31.148264376342926,4.240491140426159,-0.34423107677142056,0.05096389935157197,90.58012151930491,4.240491140426159
Ceres,J,maxoe,2459140.8792633186,2.6014615339307694,16.458530769276933,2.9776946672481155,2.326184592308533,13,0.38338881875054653,0.03032875552440277,32.1486098654435,2.2662498284320156,-0.3828050291770497,0.03032875552440277,91.58114319887468,2.2662498284320156
Ceres,H,maxoe,2459140.881154975,2.5731999955712777,16.458866666711867,2.977694375655962,2.326206008315888,15,0.26170213358446465,0.03014417048847577,32.78540519395035,3.2998083016297546,-0.2609182093964885,0.03014417048847577,92.21793852738153,3.2998083016297546
Ceres,K,maxoe,2459140.881324253,2.5729285672274393,16.458900000040927,2.9776943495463217,2.326207932258067,14,0.3233741777094624,0.04829937517725188,30.48747100228942,4.278867240385855,-0.3233729169777296,0.04829937517725188,89.92000433572059,4.278867240385855
Ceres,J,min,2459140.881197592,2.5749999957928575,16.458871428614295,2.9776943690686073,2.3262064992693974,14,0.38758498821835974,0.028597013408821325,35.12888968911308,2.113714701046916,-0.38268229567284945,0.02859701340882133,94.56142302254426,2.113714701046916
Ceres,H,min,2459140.881154975,2.5731999955712777,16.458866666711867,2.977694375655962,2.326206008315888,15,0.2733246809788607,0.028342766716105895,32.76623957976277,2.9706810719415566,-0.2725200233540286,0.0283427667161059,92.19877291319396,2.9706810719415566
Ceres,K,min,2459140.881324253,2.5729285672274393,16.458900000040927,2.9776943495463217,2.326207932258067,14,0.35795867297601264,0.046444895630421194,32.51698092743077,3.717044313278949,-0.35713015325940256,0.046444895630421194,91.94951426086196,3.717044313278949
Ceres,J,minoe,2459140.8792633186,2.6014615339307694,16.458530769276933,2.9776946672481155,2.326184592308533,13,0.39098931206933196,0.028724886894293793,32.05353242669693,2.1046800196700035,-0.3904633816570853,0.028724886894293793,91.48606576012811,2.1046800196700035
Ceres,H,minoe,2459140.881154975,2.5731999955712777,16.458866666711867,2.977694375655962,2.326206008315888,15,0.26741275787965707,0.03030300384024274,32.61445262022131,3.246356382510342,-0.26673040065480047,0.03030300384024274,92.0469859536525,3.246356382510342
Ceres,K,minoe,2459140.881933835,2.5652307640030663,16.45900769235747,2.977694255573264,2.326214837212454,13,0.3337486016808428,0.04171951913204401,36.70811028935166,3.581067242743477,-0.3261107975965501,0.04171951913204401,96.14064362278283,3.581067242743477
Ceres,J,25,2459466.879168652,999.0,20.829636000001965,2.809849114225699,2.4976343542767454,25,0.8980888414661533,0.031054060683231688,-83.4670705998754,0.9905849687362903,0.8974798404955351,0.031054060683231688,178.9449294001034,0.9905849687362903
Ceres,K,25,2459466.8781453744,999.0,20.82967083333538,2.8098499141353943,2.497648750495726,24,1.062276968889767,0.04783003992030926,-79.82303096266662,1.2898987277490073,1.0579426113612982,0.047830039920309264,182.5888023706447,1.2898987277490073
Ceres,J,30,2459466.879168652,999.0,20.829636000001965,2.809849114225699,2.4976343542767454,25,0.8896778492263268,0.03349349075543123,-83.5401963531446,1.078500303854627,0.8889880371993304,0.03349349075543123,178.87180364683422,1.078500303854627
Ceres,K,30,2459466.8781453744,999.0,20.82967083333538,2.8098499141353943,2.497648750495726,24,1.00552512557516,0.0541049273438585,-79.67102320947427,1.5414751500574717,1.000926751827353,0.05410492734385851,182.74081012383704,1.5414751500574717
Ceres,J,35,2459466.879168652,999.0,20.829636000001965,2.809849114225699,2.4976343542767454,25,0.8873880675736581,0.03546536370253327,-83.74115006153275,1.1449419556697784,0.8864331443831298,0.03546536370253327,178.67084993844608,1.1449419556697784
Ceres,K,35,2459466.8802842055,999.0,20.82959999999996,2.8098482422046698,2.4976186923489188,22,0.9655730215229779,0.0646117011270565,-78.08679094573002,1.916984888362949,0.9545881397222822,0.0646117011270565,184.3253908724278,1.916984888362949
Ceres,J,40,2459466.879168652,999.0,20.829636000001965,2.809849114225699,2.4976343542767454,25,0.8888984527680602,0.037214973400220536,-83.79162254434556,1.1993838575623155,0.8878678922254191,0.037214973400220536,178.62037745563325,1.1993838575623155
Ceres,K,40,2459466.887096718,999.0,20.829366666668285,2.8098429168508243,2.4975229639924432,15,0.9360311774073581,0.0951096830046494,-77.26096280824517,2.9108984607154755,0.9209336080919613,0.0951096830046494,185.1523038584198,2.9108984607154755
Ceres,J,max,2459466.879168652,999.0,20.829636000001965,2.809849114225699,2.4976343542767454,25,0.8944949921040588,0.03246729187449012,-83.62264303002131,1.0398262779828225,0.8936963904174327,0.03246729187449012,178.7893569699575,1.0398262779828225
Ceres,K,max,2459466.8781453744,999.0,20.82967083333538,2.8098499141353943,2.497648750495726,24,1.0819720994343467,0.04292198634875169,-80.32741664868736,1.136465842043107,1.07910938340577,0.04292198634875169,182.08441668462393,1.136465842043107
Ceres,J,maxoe,2459466.879168652,999.0,20.829636000001965,2.809849114225699,2.4976343542767454,25,0.8967342615297957,0.03188499260419533,-83.60624157118009,1.0186270249726233,0.8959552032103943,0.03188499260419533,178.8057584287987,1.0186270249726235
Ceres,K,maxoe,2459466.8791276654,999.0,20.82963913043584,2.809849146275005,2.4976349448822877,23,1.0597299132680036,0.039456569071007024,-80.72490482125392,1.0666372882046768,1.0578931728310876,0.039456569071007024,181.6869285120574,1.0666372882046768
Ceres,J,min,2459466.879168652,999.0,20.829636000001965,2.809849114225699,2.4976343542767454,25,0.8982163487331601,0.03121101877467874,-83.4205564697629,0.9954504015735288,0.8976597768415256,0.03121101877467874,178.99144353021592,0.9954504015735288
Ceres,K,min,2459466.8781453744,999.0,20.82967083333538,2.8098499141353943,2.497648750495726,24,1.1051760097261343,0.04073518205051417,-80.27439836563724,1.0559195950018354,1.1021013254725238,0.04073518205051417,182.13743496767404,1.0559195950018354
Ceres,J,minoe,2459466.879168652,999.0,20.829636000001965,2.809849114225699,2.4976343542767454,25,0.8983308063140049,0.03137557833682815,-83.47055754515287,1.0005713963314642,0.8977176085622115,0.03137557833682815,178.94144245482596,1.0005713963314642
Ceres,K,minoe,2459466.8781453744,999.0,20.82967083333538,2.8098499141353943,2.497648750495726,24,1.0952350413030467,0.04295050008547683,-80.83242219695815,1.1234494378239988,1.0935709680268766,0.04295050008547683,181.57941113635317,1.1234494378239988
Ceres,J,25,2459526.0318349907,1.5527741935233972,8.58912258064028,2.7625223057744077,1.8303597533753129,31,1.6316511054015155,0.0359594213035692,-2.347587370457721,0.6313614067390754,-1.6304245001880755,0.03595942130356921,271.11089650051935,0.6313614067390754
Ceres,H,25,2459526.032160064,1.549799999974177,8.588996666661622,2.762522041711788,1.830357688138973,30,1.5313810720712167,0.042801859869177436,-3.041516683943462,0.8007040084730099,-1.531218867123099,0.042801859869177436,270.4169671870336,0.8007040084730099
Ceres,K,25,2459526.0318349907,1.5527741935233972,8.58912258064028,2.7625223057744077,1.8303597533753129,31,1.6220053773900642,0.03915597668770393,-1.9477115275826027,0.6915736033279992,-1.6197504403548213,0.03915597668770394,271.51077234339454,0.6915736033279992
Ceres,J,30,2459526.0318349907,1.5527741935233972,8.58912258064028,2.7625223057744077,1.8303597533753129,31,1.6216564483397982,0.03734642613395773,-2.3072703799295766,0.6597552149727864,-1.6203472758169388,0.03734642613395773,271.15121349104754,0.6597552149727864
Ceres,H,30,2459526.0318349907,1.5527741935233972,8.58912258064028,2.7625223057744077,1.8303597533753129,31,1.5571306875491058,0.04636814531636735,-2.7632590338190255,0.8530751630933234,-1.5566721878675003,0.04636814531636735,270.6952248371581,0.8530751630933234
Ceres,K,30,2459526.0318349907,1.5527741935233972,8.58912258064028,2.7625223057744077,1.8303597533753129,31,1.6137185726360426,0.04150052958016861,-1.8074730418477147,0.7367471729030477,-1.6110394526450589,0.041500529580168616,271.6510108291294,0.7367471729030477
Ceres,J,35,2459526.032160064,1.549799999974177,8.588996666661622,2.762522041711788,1.830357688138973,30,1.5931089122784852,0.03396334768337909,-2.3757130447884993,0.6107418222932138,-1.591971149848289,0.03396334768337909,271.0827708261886,0.6107418222932138
Ceres,H,35,2459526.0318349907,1.5527741935233972,8.58912258064028,2.7625223057744077,1.8303597533753129,31,1.5574027507620511,0.046202710277522985,-2.7631603227490005,0.8498830182727206,-1.5569440407457977,0.046202710277522985,270.6953235482281,0.8498830182727206
Ceres,K,35,2459526.0318349907,1.5527741935233972,8.58912258064028,2.7625223057744077,1.8303597533753129,31,1.5902126558256542,0.044007631357431104,-1.7890732605111068,0.7928032561906689,-1.5875134041850973,0.044007631357431104,271.669410610466,0.7928032561906689
Ceres,J,40,2459526.032160064,1.549799999974177,8.588996666661622,2.762522041711788,1.830357688138973,30,1.5829378699894219,0.03533675205971622,-2.2751331352862487,0.6395218640942263,-1.5815876211324336,0.03533675205971622,271.18335073569085,0.6395218640942264
Ceres,H,40,2459526.0318349907,1.5527741935233972,8.58912258064028,2.7625223057744077,1.8303597533753129,31,1.5583650650737337,0.04635839499991346,-2.8167252992264435,0.8522202011663246,-1.5579740629386767,0.04635839499991346,270.64175857175064,0.8522202011663246
Ceres,K,40,2459526.0318349907,1.5527741935233972,8.58912258064028,2.7625223057744077,1.8303597533753129,31,1.5781687811977703,0.046688795086163734,-1.8236668550952142,0.8475237062280631,-1.5755998136548754,0.046688795086163734,271.6348170158819,0.8475237062280631
Ceres,J,max,2459526.032160064,1.549799999974177,8.588996666661622,2.762522041711788,1.830357688138973,30,1.5921545700645585,0.03387621373209797,-2.325054379633608,0.6095400877609624,-1.5909086151594092,0.03387621373209797,271.1334294913435,0.6095400877609624
Ceres,H,max,2459526.0318349907,1.5527741935233972,8.58912258064028,2.7625223057744077,1.8303597533753129,31,1.56014191751089,0.04614070943723672,-2.843111014678454,0.8472523828828729,-1.5597819951665548,0.04614070943723673,270.6153728562986,0.8472523828828729
Ceres,K,max,2459526.0318349907,1.5527741935233972,8.58912258064028,2.7625223057744077,1.8303597533753129,31,1.6232064703310118,0.04101090115338871,-1.8569973661960157,0.7237993419402156,-1.6206708048448906,0.04101090115338871,271.60148650478106,0.7237993419402156
Ceres,J,maxoe,2459526.032160064,1.549799999974177,8.588996666661622,2.762522041711788,1.830357688138973,30,1.5911089886827707,0.03421264020821352,-2.2906540171438166,0.6159979938121768,-1.5897871341529122,0.03421264020821352,271.1678298538333,0.6159979938121768
Ceres,H,maxoe,2459526.0318349907,1.5527741935233972,8.58912258064028,2.7625223057744077,1.8303597533753129,31,1.5592407097468615,0.046137866438279176,-2.791909362387183,0.8476898422825462,-1.558818648279408,0.046137866438279176,270.6665745085899,0.8476898422825462
Ceres,K,maxoe,2459526.031688132,1.554399999974177,8.589179999994956,2.7625224250702214,1.8303606882946746,30,1.6063322157077937,0.03658618298234581,-1.8119687324997897,0.6524907652611924,-1.6036798585569154,0.03658618298234581,271.6465151384773,0.6524907652611924
Ceres,J,min,2459526.0318349907,1.5527741935233972,8.58912258064028,2.7625223057744077,1.8303597533753129,31,1.6204163575944635,0.03816390895464896,-2.3651458181287768,0.6747126757190377,-1.619236396842251,0.03816390895464896,271.09333805284837,0.6747126757190377
Ceres,H,min,2459526.0318349907,1.5527741935233972,8.58912258064028,2.7625223057744077,1.8303597533753129,31,1.5579911639030968,0.04624974391680804,-2.823440377390628,0.8504268802639924,-1.55760839303354,0.04624974391680804,270.63504349358647,0.8504268802639924
Ceres,K,min,2459526.0318349907,1.5527741935233972,8.58912258064028,2.7625223057744077,1.8303597533753129,31,1.6258535736293172,0.038568901042158106,-1.9178549067227921,0.6795923341486619,-1.6235030879627645,0.038568901042158106,271.5406289642543,0.6795923341486619
Ceres,J,minoe,2459526.032160064,1.549799999974177,8.588996666661622,2.762522041711788,1.830357688138973,30,1.5904649202381196,0.034327735711082094,-2.3525887001725856,0.618320577668275,-1.5892800171916028,0.034327735711082094,271.1058951708045,0.618320577668275
Ceres,H,minoe,2459526.0318349907,1.5527741935233972,8.58912258064028,2.7625223057744077,1.8303597533753129,31,1.5543950339603916,0.04589064212964877,-2.802249155465381,0.8457760272415803,-1.5539872355364763,0.04589064212964877,270.6562347155117,0.8457760272415803
Ceres,K,minoe,2459526.031688132,1.554399999974177,8.589179999994956,2.7625224250702214,1.8303606882946746,30,1.6005297925668887,0.034190972446986864,-1.756331363250962,0.6119843653515005,-1.5977054481123263,0.034190972446986864,271.70215250772617,0.6119843653515005
